City,Min Price,Max Price,Common Price
Caloocan City,#N/A,#N/A,#N/A
Caloocan City,56.85,70.10,70.10
Caloocan City,53.00,65.75,63.06
Caloocan City,51.25,62.30,61.95
Caloocan City,48.00,55.70,54.35
Caloocan City,53.15,59.95,#N/A
Caloocan City,64.54,66.67,#N/A
Quezon City,63.84,68.47,64.91
Quezon City,56.70,70.60,#N/A
Quezon City,53.60,66.10,#N/A
Quezon City,52.90,63.44,58.05
Quezon City,47.55,56.65,51.15
Quezon City,53.15,65.25,53.15
Quezon City,66.19,72.90,#N/A
Manila,64.83,65.03,64.83
Manila,59.50,73.95,#N/A
Manila,56.00,68.61,59.80
Manila,54.50,64.29,58.80
Manila,48.00,57.64,53.55
Manila,53.70,64.05,#N/A
Manila,65.41,69.15,#N/A
Pasig City,64.90,67.51,#N/A
Pasig City,57.65,72.75,#N/A
Pasig City,56.85,67.95,60.60
Pasig City,56.35,63.40,59.60
Pasig City,49.60,57.80,53.35
Pasig City,55.35,62.73,62.15
Pasig City,65.90,65.90,#N/A
Taguig Cty,66.00,66.80,66.00
Taguig Cty,64.00,75.75,70.40
Taguig Cty,60.65,71.25,63.00
Taguig Cty,59.85,65.50,61.50
Taguig Cty,52.90,59.50,55.30
Taguig Cty,57.30,66.90,57.30
Taguig Cty,74.29,77.15,#N/A
