City,Min Price,Max Price,Common Price
Cities,#N/A,#N/A,#N/A
Caloocan City,52.35,52.35,#N/A
Caloocan City,52.40,55.70,#N/A
Caloocan City,45.32,54.38,54.07
Caloocan City,44.62,53.53,53.08
Caloocan City,36.48,42.50,40.98
Caloocan City,40.73,43.48,#N/A
Caloocan City,41.74,44.96,#N/A
Quezon City,47.52,56.36,#N/A
Quezon City,46.35,54.98,#N/A
Quezon City,42.87,55.31,50.06
Quezon City,42.37,54.26,49.11
Quezon City,35.50,42.02,#N/A
Quezon City,37.90,44.28,#N/A
Quezon City,42.15,49.52,#N/A
Manila,50.75,54.86,#N/A
Manila,46.80,53.37,#N/A
Manila,48.75,55.77,48.75
Manila,46.30,54.69,49.92
Manila,37.20,42.61,39.37
Manila,41.37,43.58,42.03
Manila,41.10,42.10,42.10
Pasig City,53.56,54.94,#N/A
Pasig City,48.05,54.46,#N/A
Pasig City,45.02,53.56,48.80
Pasig City,44.27,52.53,50.55
Pasig City,35.70,40.77,36.45
Pasig City,39.73,42.59,#N/A
Pasig City,44.77,44.77,#N/A
Taguig Cty,54.54,55.56,#N/A
Taguig Cty,54.96,56.71,#N/A
Taguig Cty,47.60,54.71,53.56
Taguig Cty,46.60,53.38,51.56
Taguig Cty,36.60,43.32,39.94
Taguig Cty,40.38,43.46,41.94
Taguig Cty,47.69,50.65,#N/A
