City,Min Price,Max Price,Common Price
Caloocan City,#N/A,#N/A,#N/A
Caloocan City,67.75,75.29,#N/A
Caloocan City,55.85,72.04,69.05
Caloocan City,55.35,70.74,66.30
Caloocan City,51.25,58.99,56.55
Caloocan City,56.85,62.60,#N/A
Caloocan City,58.74,67.05,#N/A
Quezon City,64.90,68.65,#N/A
Quezon City,61.05,71.56,61.40
Quezon City,59.40,71.39,67.70
Quezon City,58.40,70.39,65.90
Quezon City,52.15,58.94,57.05
Quezon City,56.15,61.76,56.60
Quezon City,60.39,66.82,#N/A
Manila,66.80,72.50,#N/A
Manila,64.40,75.00,#N/A
Manila,63.25,71.50,66.35
Manila,61.75,69.50,69.50
Manila,53.25,60.32,59.27
Manila,56.60,64.00,#N/A
Manila,59.28,62.09,#N/A
Pasig City,66.30,67.35,#N/A
Pasig City,63.90,74.15,#N/A
Pasig City,61.15,72.50,64.35
Pasig City,60.15,70.00,63.85
Pasig City,52.65,58.50,58.50
Pasig City,57.10,62.80,#N/A
Pasig City,60.28,62.45,#N/A
Taguig Cty,70.30,71.60,71.60
Taguig Cty,70.40,74.65,74.10
Taguig Cty,63.95,72.65,70.30
Taguig Cty,62.55,70.65,69.15
Taguig Cty,53.95,60.30,58.25
Taguig Cty,60.25,63.30,60.25
Taguig Cty,66.85,68.49,66.85
